S 	L 	M 	s1	l1	m1	s2	l2	m2	I
0	0	0	0	3	-2	0	3	0	0.0
0	0	0	0	3	-2	0	3	1	0.0
0	0	0	0	3	-2	0	3	2	0.2820947917738781
0	0	0	0	3	-2	0	3	3	0.0
0	0	0	0	3	-1	0	3	-3	0.0
0	0	0	0	3	-1	0	3	-2	0.0
0	0	0	0	3	-1	0	3	-1	0.0
0	0	0	0	3	-1	0	3	0	0.0
0	0	0	0	3	-1	0	3	1	-0.2820947917738781
0	0	0	0	3	-1	0	3	2	0.0
0	0	0	0	3	-1	0	3	3	0.0
0	0	0	0	3	0	0	3	-3	0.0
0	0	0	0	3	0	0	3	-2	0.0
0	0	0	0	3	0	0	3	-1	0.0
0	0	0	0	3	0	0	3	0	0.2820947917738781
0	0	0	0	3	0	0	3	1	0.0
0	0	0	0	3	0	0	3	2	0.0
0	0	0	0	3	0	0	3	3	0.0
0	0	0	0	3	1	0	3	-3	0.0
0	0	0	0	3	1	0	3	-2	0.0
0	0	0	0	3	1	0	3	-1	-0.2820947917738781
0	0	0	0	3	1	0	3	0	0.0
0	0	0	0	3	1	0	3	1	0.0
0	0	0	0	3	1	0	3	2	0.0
0	0	0	0	3	1	0	3	3	0.0
0	0	0	0	3	2	0	3	-3	0.0
0	0	0	0	3	2	0	3	-2	0.2820947917738781
0	0	0	0	3	2	0	3	-1	0.0
0	0	0	0	3	2	0	3	0	0.0
0	0	0	0	3	2	0	3	1	0.0
0	0	0	0	3	2	0	3	2	0.0
0	0	0	0	3	2	0	3	3	0.0
0	0	0	0	3	3	0	3	-3	-0.2820947917738781
0	0	0	0	3	3	0	3	-2	0.0
0	0	0	0	3	3	0	3	-1	0.0
0	0	0	0	3	3	0	3	0	0.0
0	0	0	0	3	3	0	3	1	0.0
0	0	0	0	3	3	0	3	2	0.0
0	0	0	0	3	3	0	3	3	0.0
0	0	0	0	4	-4	0	4	-4	0.0
0	0	0	0	4	-4	0	4	-3	0.0
0	0	0	0	4	-4	0	4	-2	0.0
0	0	0	0	4	-4	0	4	-1	0.0
0	0	0	0	4	-4	0	4	0	0.0
0	0	0	0	4	-4	0	4	1	0.0
0	0	0	0	4	-4	0	4	2	0.0
0	0	0	0	4	-4	0	4	3	0.0
0	0	0	0	4	-4	0	4	4	0.28209479177387814
0	0	0	0	4	-3	0	4	-4	0.0
0	0	0	0	4	-3	0	4	-3	0.0
0	0	0	0	4	-3	0	4	-2	0.0
0	0	0	0	4	-3	0	4	-1	0.0
0	0	0	0	4	-3	0	4	0	0.0
0	0	0	0	4	-3	0	4	1	0.0
0	0	0	0	4	-3	0	4	2	0.0
0	0	0	0	4	-3	0	4	3	-0.28209479177387814
0	0	0	0	4	-3	0	4	4	0.0
0	0	0	0	4	-2	0	4	-4	0.0
0	0	0	0	4	-2	0	4	-3	0.0
0	0	0	0	4	-2	0	4	-2	0.0
0	0	0	0	4	-2	0	4	-1	0.0
0	0	0	0	4	-2	0	4	0	0.0
0	0	0	0	4	-2	0	4	1	0.0
0	0	0	0	4	-2	0	4	2	0.28209479177387814
0	0	0	0	4	-2	0	4	3	0.0
0	0	0	0	4	-2	0	4	4	0.0
0	0	0	0	4	-1	0	4	-4	0.0
0	0	0	0	4	-1	0	4	-3	0.0
0	0	0	0	4	-1	0	4	-2	0.0
0	0	0	0	4	-1	0	4	-1	0.0
0	0	0	0	4	-1	0	4	0	0.0
0	0	0	0	4	-1	0	4	1	-0.28209479177387814
0	0	0	0	4	-1	0	4	2	0.0
0	0	0	0	4	-1	0	4	3	0.0
0	0	0	0	4	-1	0	4	4	0.0
0	0	0	0	4	0	0	4	-4	0.0
0	0	0	0	4	0	0	4	-3	0.0
0	0	0	0	4	0	0	4	-2	0.0
0	0	0	0	4	0	0	4	-1	0.0
0	0	0	0	4	0	0	4	0	0.28209479177387814
0	0	0	0	4	0	0	4	1	0.0
0	0	0	0	4	0	0	4	2	0.0
0	0	0	0	4	0	0	4	3	0.0
0	0	0	0	4	0	0	4	4	0.0
0	0	0	0	4	1	0	4	-4	0.0
0	0	0	0	4	1	0	4	-3	0.0
0	0	0	0	4	1	0	4	-2	0.0
0	0	0	0	4	1	0	4	-1	-0.28209479177387814
0	0	0	0	4	1	0	4	0	0.0
0	0	0	0	4	1	0	4	1	0.0
0	0	0	0	4	1	0	4	2	0.0
0	0	0	0	4	1	0	4	3	0.0
0	0	0	0	4	1	0	4	4	0.0
0	0	0	0	4	2	0	4	-4	0.0
0	0	0	0	4	2	0	4	-3	0.0
0	0	0	0	4	2	0	4	-2	0.28209479177387814
0	0	0	0	4	2	0	4	-1	0.0
0	0	0	0	4	2	0	4	0	0.0
0	0	0	0	4	2	0	4	1	0.0
0	0	0	0	4	2	0	4	2	0.0
0	0	0	0	4	2	0	4	3	0.0
0	0	0	0	4	2	0	4	4	0.0
0	0	0	0	4	3	0	4	-4	0.0
0	0	0	0	4	3	0	4	-3	-0.28209479177387814
0	0	0	0	4	3	0	4	-2	0.0
0	0	0	0	4	3	0	4	-1	0.0
0	0	0	0	4	3	0	4	0	0.0
0	0	0	0	4	3	0	4	1	0.0
0	0	0	0	4	3	0	4	2	0.0
0	0	0	0	4	3	0	4	3	0.0
0	0	0	0	4	3	0	4	4	0.0
0	0	0	0	4	4	0	4	-4	0.28209479177387814
0	0	0	0	4	4	0	4	-3	0.0
0	0	0	0	4	4	0	4	-2	0.0
0	0	0	0	4	4	0	4	-1	0.0
0	0	0	0	4	4	0	4	0	0.0
0	0	0	0	4	4	0	4	1	0.0
0	0	0	0	4	4	0	4	2	0.0
0	0	0	0	4	4	0	4	3	0.0
0	0	0	0	4	4	0	4	4	0.0
0	0	0	0	5	-5	0	5	-5	0.0
0	0	0	0	5	-5	0	5	-4	0.0
0	0	0	0	5	-5	0	5	-3	0.0
0	0	0	0	5	-5	0	5	-2	0.0
0	0	0	0	5	-5	0	5	-1	0.0
0	0	0	0	5	-5	0	5	0	0.0
0	0	0	0	5	-5	0	5	1	0.0
0	0	0	0	5	-5	0	5	2	0.0
0	0	0	0	5	-5	0	5	3	0.0
0	0	0	0	5	-5	0	5	4	0.0
0	0	0	0	5	-5	0	5	5	-0.28209479177387814
0	0	0	0	5	-4	0	5	-5	0.0
0	0	0	0	5	-4	0	5	-4	0.0
0	0	0	0	5	-4	0	5	-3	0.0
0	0	0	0	5	-4	0	5	-2	0.0
0	0	0	0	5	-4	0	5	-1	0.0
0	0	0	0	5	-4	0	5	0	0.0
0	0	0	0	5	-4	0	5	1	0.0
0	0	0	0	5	-4	0	5	2	0.0
0	0	0	0	5	-4	0	5	3	0.0
0	0	0	0	5	-4	0	5	4	0.28209479177387814
0	0	0	0	5	-4	0	5	5	0.0
0	0	0	0	5	-3	0	5	-5	0.0
0	0	0	0	5	-3	0	5	-4	0.0
0	0	0	0	5	-3	0	5	-3	0.0
0	0	0	0	5	-3	0	5	-2	0.0
0	0	0	0	5	-3	0	5	-1	0.0
0	0	0	0	5	-3	0	5	0	0.0
0	0	0	0	5	-3	0	5	1	0.0
0	0	0	0	5	-3	0	5	2	0.0
0	0	0	0	5	-3	0	5	3	-0.28209479177387814
0	0	0	0	5	-3	0	5	4	0.0
0	0	0	0	5	-3	0	5	5	0.0
0	0	0	0	5	-2	0	5	-5	0.0
0	0	0	0	5	-2	0	5	-4	0.0
0	0	0	0	5	-2	0	5	-3	0.0
0	0	0	0	5	-2	0	5	-2	0.0
0	0	0	0	5	-2	0	5	-1	0.0
0	0	0	0	5	-2	0	5	0	0.0
0	0	0	0	5	-2	0	5	1	0.0
0	0	0	0	5	-2	0	5	2	0.28209479177387814
0	0	0	0	5	-2	0	5	3	0.0
0	0	0	0	5	-2	0	5	4	0.0
0	0	0	0	5	-2	0	5	5	0.0
0	0	0	0	5	-1	0	5	-5	0.0
0	0	0	0	5	-1	0	5	-4	0.0
0	0	0	0	5	-1	0	5	-3	0.0
0	0	0	0	5	-1	0	5	-2	0.0
0	0	0	0	5	-1	0	5	-1	0.0
0	0	0	0	5	-1	0	5	0	0.0
0	0	0	0	5	-1	0	5	1	-0.28209479177387814
0	0	0	0	5	-1	0	5	2	0.0
0	0	0	0	5	-1	0	5	3	0.0
0	0	0	0	5	-1	0	5	4	0.0
0	0	0	0	5	-1	0	5	5	0.0
0	0	0	0	5	0	0	5	-5	0.0
0	0	0	0	5	0	0	5	-4	0.0
0	0	0	0	5	0	0	5	-3	0.0
0	0	0	0	5	0	0	5	-2	0.0
0	0	0	0	5	0	0	5	-1	0.0
0	0	0	0	5	0	0	5	0	0.28209479177387814
0	0	0	0	5	0	0	5	1	0.0
0	0	0	0	5	0	0	5	2	0.0
0	0	0	0	5	0	0	5	3	0.0
0	0	0	0	5	0	0	5	4	0.0
0	0	0	0	5	0	0	5	5	0.0
0	0	0	0	5	1	0	5	-5	0.0
0	0	0	0	5	1	0	5	-4	0.0
0	0	0	0	5	1	0	5	-3	0.0
0	0	0	0	5	1	0	5	-2	0.0
0	0	0	0	5	1	0	5	-1	-0.28209479177387814
0	0	0	0	5	1	0	5	0	0.0
0	0	0	0	5	1	0	5	1	0.0
0	0	0	0	5	1	0	5	2	0.0
0	0	0	0	5	1	0	5	3	0.0
0	0	0	0	5	1	0	5	4	0.0
0	0	0	0	5	1	0	5	5	0.0
0	0	0	0	5	2	0	5	-5	0.0
0	0	0	0	5	2	0	5	-4	0.0
0	0	0	0	5	2	0	5	-3	0.0
0	0	0	0	5	2	0	5	-2	0.28209479177387814
0	0	0	0	5	2	0	5	-1	0.0
0	0	0	0	5	2	0	5	0	0.0
0	0	0	0	5	2	0	5	1	0.0
0	0	0	0	5	2	0	5	2	0.0
0	0	0	0	5	2	0	5	3	0.0
0	0	0	0	5	2	0	5	4	0.0
0	0	0	0	5	2	0	5	5	0.0
0	0	0	0	5	3	0	5	-5	0.0
0	0	0	0	5	3	0	5	-4	0.0
0	0	0	0	5	3	0	5	-3	-0.28209479177387814
0	0	0	0	5	3	0	5	-2	0.0
0	0	0	0	5	3	0	5	-1	0.0
0	0	0	0	5	3	0	5	0	0.0
0	0	0	0	5	3	0	5	1	0.0
0	0	0	0	5	3	0	5	2	0.0
0	0	0	0	5	3	0	5	3	0.0
0	0	0	0	5	3	0	5	4	0.0
0	0	0	0	5	3	0	5	5	0.0
0	0	0	0	5	4	0	5	-5	0.0
0	0	0	0	5	4	0	5	-4	0.28209479177387814
0	0	0	0	5	4	0	5	-3	0.0
0	0	0	0	5	4	0	5	-2	0.0
0	0	0	0	5	4	0	5	-1	0.0
0	0	0	0	5	4	0	5	0	0.0
0	0	0	0	5	4	0	5	1	0.0
0	0	0	0	5	4	0	5	2	0.0
0	0	0	0	5	4	0	5	3	0.0
0	0	0	0	5	4	0	5	4	0.0
0	0	0	0	5	4	0	5	5	0.0
0	0	0	0	5	5	0	5	-5	-0.28209479177387814
0	0	0	0	5	5	0	5	-4	0.0
0	0	0	0	5	5	0	5	-3	0.0
0	0	0	0	5	5	0	5	-2	0.0
0	0	0	0	5	5	0	5	-1	0.0
0	0	0	0	5	5	0	5	0	0.0
0	0	0	0	5	5	0	5	1	0.0
0	0	0	0	5	5	0	5	2	0.0
0	0	0	0	5	5	0	5	3	0.0
0	0	0	0	5	5	0	5	4	0.0
0	0	0	0	5	5	0	5	5	0.0
0	1	-1	0	0	0	0	1	-1	0.2820947917738781
0	1	-1	0	0	0	0	1	0	0.0
0	1	-1	0	0	0	0	1	1	0.0
0	1	-1	0	1	-1	0	0	0	0.2820947917738781
0	1	-1	0	1	-1	0	2	-2	0.0
0	1	-1	0	1	-1	0	2	-1	0.0
0	1	-1	0	1	-1	0	2	0	-0.126156626101008
0	1	-1	0	1	-1	0	2	1	0.0
0	1	-1	0	1	-1	0	2	2	0.0
0	1	-1	0	1	0	0	0	0	0.0
0	1	-1	0	1	0	0	2	-2	0.0
0	1	-1	0	1	0	0	2	-1	0.2185096861184158
0	1	-1	0	1	0	0	2	0	0.0
0	1	-1	0	1	0	0	2	1	0.0
0	1	-1	0	1	0	0	2	2	0.0
0	1	-1	0	1	1	0	0	0	0.0
0	1	-1	0	1	1	0	2	-2	-0.30901936161855165
0	1	-1	0	1	1	0	2	-1	0.0
0	1	-1	0	1	1	0	2	0	0.0
0	1	-1	0	1	1	0	2	1	0.0
0	1	-1	0	1	1	0	2	2	0.0
0	1	-1	0	2	-2	0	1	-1	0.0
0	1	-1	0	2	-2	0	1	0	0.0
0	1	-1	0	2	-2	0	1	1	-0.30901936161855165
0	1	-1	0	2	-2	0	3	-3	0.0
0	1	-1	0	2	-2	0	3	-2	0.0
0	1	-1	0	2	-2	0	3	-1	0.0
0	1	-1	0	2	-2	0	3	0	0.0
0	1	-1	0	2	-2	0	3	1	0.08258889836115868
0	1	-1	0	2	-2	0	3	2	0.0
0	1	-1	0	2	-2	0	3	3	0.0
0	1	-1	0	2	-1	0	1	-1	0.0
0	1	-1	0	2	-1	0	1	0	0.2185096861184158
0	1	-1	0	2	-1	0	1	1	0.0
0	1	-1	0	2	-1	0	3	-3	0.0
0	1	-1	0	2	-1	0	3	-2	0.0
0	1	-1	0	2	-1	0	3	-1	0.0
0	1	-1	0	2	-1	0	3	0	-0.14304816810266882
0	1	-1	0	2	-1	0	3	1	0.0
0	1	-1	0	2	-1	0	3	2	0.0
0	1	-1	0	2	-1	0	3	3	0.0
0	1	-1	0	2	0	0	1	-1	-0.126156626101008
0	1	-1	0	2	0	0	1	0	0.0
0	1	-1	0	2	0	0	1	1	0.0
0	1	-1	0	2	0	0	3	-3	0.0
0	1	-1	0	2	0	0	3	-2	0.0
0	1	-1	0	2	0	0	3	-1	0.20230065940342062
0	1	-1	0	2	0	0	3	0	0.0
0	1	-1	0	2	0	0	3	1	0.0
0	1	-1	0	2	0	0	3	2	0.0
0	1	-1	0	2	0	0	3	3	0.0
0	1	-1	0	2	1	0	1	-1	0.0
0	1	-1	0	2	1	0	1	0	0.0
0	1	-1	0	2	1	0	1	1	0.0
0	1	-1	0	2	1	0	3	-3	0.0
0	1	-1	0	2	1	0	3	-2	-0.261169028265409
0	1	-1	0	2	1	0	3	-1	0.0
0	1	-1	0	2	1	0	3	0	0.0
0	1	-1	0	2	1	0	3	1	0.0
0	1	-1	0	2	1	0	3	2	0.0
0	1	-1	0	2	1	0	3	3	0.0
0	1	-1	0	2	2	0	1	-1	0.0
0	1	-1	0	2	2	0	1	0	0.0
0	1	-1	0	2	2	0	1	1	0.0
0	1	-1	0	2	2	0	3	-3	0.3198654279343846
0	1	-1	0	2	2	0	3	-2	0.0
0	1	-1	0	2	2	0	3	-1	0.0
0	1	-1	0	2	2	0	3	0	0.0
0	1	-1	0	2	2	0	3	1	0.0
0	1	-1	0	2	2	0	3	2	0.0
0	1	-1	0	2	2	0	3	3	0.0
0	1	-1	0	3	-3	0	2	-2	0.0
0	1	-1	0	3	-3	0	2	-1	0.0
0	1	-1	0	3	-3	0	2	0	0.0
0	1	-1	0	3	-3	0	2	1	0.0
0	1	-1	0	3	-3	0	2	2	0.3198654279343846
0	1	-1	0	3	-3	0	4	-4	0.0
0	1	-1	0	3	-3	0	4	-3	0.0
0	1	-1	0	3	-3	0	4	-2	0.0
0	1	-1	0	3	-3	0	4	-1	0.0
0	1	-1	0	3	-3	0	4	0	0.0
0	1	-1	0	3	-3	0	4	1	0.0
0	1	-1	0	3	-3	0	4	2	-0.06155813030745726
0	1	-1	0	3	-3	0	4	3	0.0
0	1	-1	0	3	-3	0	4	4	0.0
0	1	-1	0	3	-2	0	2	-2	0.0
0	1	-1	0	3	-2	0	2	-1	0.0
0	1	-1	0	3	-2	0	2	0	0.0
0	1	-1	0	3	-2	0	2	1	-0.261169028265409
0	1	-1	0	3	-2	0	2	2	0.0
0	1	-1	0	3	-2	0	4	-4	0.0
0	1	-1	0	3	-2	0	4	-3	0.0
0	1	-1	0	3	-2	0	4	-2	0.0
0	1	-1	0	3	-2	0	4	-1	0.0
0	1	-1	0	3	-2	0	4	0	0.0
0	1	-1	0	3	-2	0	4	1	0.10662180931146152
0	1	-1	0	3	-2	0	4	2	0.0
0	1	-1	0	3	-2	0	4	3	0.0
0	1	-1	0	3	-2	0	4	4	0.0
0	1	-1	0	3	-1	0	2	-2	0.0
0	1	-1	0	3	-1	0	2	-1	0.0
0	1	-1	0	3	-1	0	2	0	0.20230065940342062
0	1	-1	0	3	-1	0	2	1	0.0
0	1	-1	0	3	-1	0	2	2	0.0
0	1	-1	0	3	-1	0	4	-4	0.0
0	1	-1	0	3	-1	0	4	-3	0.0
0	1	-1	0	3	-1	0	4	-2	0.0
0	1	-1	0	3	-1	0	4	-1	0.0
0	1	-1	0	3	-1	0	4	0	-0.15078600877302684
0	1	-1	0	3	-1	0	4	1	0.0
0	1	-1	0	3	-1	0	4	2	0.0
0	1	-1	0	3	-1	0	4	3	0.0
0	1	-1	0	3	-1	0	4	4	0.0
0	1	-1	0	3	0	0	2	-2	0.0
0	1	-1	0	3	0	0	2	-1	-0.14304816810266882
0	1	-1	0	3	0	0	2	0	0.0
0	1	-1	0	3	0	0	2	1	0.0
0	1	-1	0	3	0	0	2	2	0.0
0	1	-1	0	3	0	0	4	-4	0.0
0	1	-1	0	3	0	0	4	-3	0.0
0	1	-1	0	3	0	0	4	-2	0.0
0	1	-1	0	3	0	0	4	-1	0.19466390027300612
0	1	-1	0	3	0	0	4	0	0.0
0	1	-1	0	3	0	0	4	1	0.0
0	1	-1	0	3	0	0	4	2	0.0
0	1	-1	0	3	0	0	4	3	0.0
0	1	-1	0	3	0	0	4	4	0.0
0	1	-1	0	3	1	0	2	-2	0.08258889836115868
0	1	-1	0	3	1	0	2	-1	0.0
0	1	-1	0	3	1	0	2	0	0.0
0	1	-1	0	3	1	0	2	1	0.0
0	1	-1	0	3	1	0	2	2	0.0
0	1	-1	0	3	1	0	4	-4	0.0
0	1	-1	0	3	1	0	4	-3	0.0
0	1	-1	0	3	1	0	4	-2	-0.238413613504448
0	1	-1	0	3	1	0	4	-1	0.0
0	1	-1	0	3	1	0	4	0	0.0
0	1	-1	0	3	1	0	4	1	0.0
0	1	-1	0	3	1	0	4	2	0.0
0	1	-1	0	3	1	0	4	3	0.0
0	1	-1	0	3	1	0	4	4	0.0
0	1	-1	0	3	2	0	2	-2	0.0
0	1	-1	0	3	2	0	2	-1	0.0
0	1	-1	0	3	2	0	2	0	0.0
0	1	-1	0	3	2	0	2	1	0.0
0	1	-1	0	3	2	0	2	2	0.0
0	1	-1	0	3	2	0	4	-4	0.0
0	1	-1	0	3	2	0	4	-3	0.2820947917738781
0	1	-1	0	3	2	0	4	-2	0.0
0	1	-1	0	3	2	0	4	-1	0.0
0	1	-1	0	3	2	0	4	0	0.0
0	1	-1	0	3	2	0	4	1	0.0
0	1	-1	0	3	2	0	4	2	0.0
0	1	-1	0	3	2	0	4	3	0.0
0	1	-1	0	3	2	0	4	4	0.0
0	1	-1	0	3	3	0	2	-2	0.0
0	1	-1	0	3	3	0	2	-1	0.0
0	1	-1	0	3	3	0	2	0	0.0
0	1	-1	0	3	3	0	2	1	0.0
0	1	-1	0	3	3	0	2	2	0.0
0	1	-1	0	3	3	0	4	-4	-0.3257350079352799
0	1	-1	0	3	3	0	4	-3	0.0
0	1	-1	0	3	3	0	4	-2	0.0
0	1	-1	0	3	3	0	4	-1	0.0
0	1	-1	0	3	3	0	4	0	0.0
0	1	-1	0	3	3	0	4	1	0.0
0	1	-1	0	3	3	0	4	2	0.0
0	1	-1	0	3	3	0	4	3	0.0
0	1	-1	0	3	3	0	4	4	0.0
0	1	-1	0	4	-4	0	3	-3	0.0
0	1	-1	0	4	-4	0	3	-2	0.0
0	1	-1	0	4	-4	0	3	-1	0.0
0	1	-1	0	4	-4	0	3	0	0.0
0	1	-1	0	4	-4	0	3	1	0.0
0	1	-1	0	4	-4	0	3	2	0.0
0	1	-1	0	4	-4	0	3	3	-0.3257350079352799
0	1	-1	0	4	-4	0	5	-5	0.0
0	1	-1	0	4	-4	0	5	-4	0.0
0	1	-1	0	4	-4	0	5	-3	0.0
0	1	-1	0	4	-4	0	5	-2	0.0
0	1	-1	0	4	-4	0	5	-1	0.0
0	1	-1	0	4	-4	0	5	0	0.0
0	1	-1	0	4	-4	0	5	1	0.0
0	1	-1	0	4	-4	0	5	2	0.0
0	1	-1	0	4	-4	0	5	3	0.049106400109307384
0	1	-1	0	4	-4	0	5	4	0.0
0	1	-1	0	4	-4	0	5	5	0.0
0	1	-1	0	4	-3	0	3	-3	0.0
0	1	-1	0	4	-3	0	3	-2	0.0
0	1	-1	0	4	-3	0	3	-1	0.0
0	1	-1	0	4	-3	0	3	0	0.0
0	1	-1	0	4	-3	0	3	1	0.0
0	1	-1	0	4	-3	0	3	2	0.2820947917738781
0	1	-1	0	4	-3	0	3	3	0.0
0	1	-1	0	4	-3	0	5	-5	0.0
0	1	-1	0	4	-3	0	5	-4	0.0
0	1	-1	0	4	-3	0	5	-3	0.0
0	1	-1	0	4	-3	0	5	-2	0.0
0	1	-1	0	4	-3	0	5	-1	0.0
0	1	-1	0	4	-3	0	5	0	0.0
0	1	-1	0	4	-3	0	5	1	0.0
0	1	-1	0	4	-3	0	5	2	-0.08505477996612626
0	1	-1	0	4	-3	0	5	3	0.0
0	1	-1	0	4	-3	0	5	4	0.0
0	1	-1	0	4	-3	0	5	5	0.0
0	1	-1	0	4	-2	0	3	-3	0.0
0	1	-1	0	4	-2	0	3	-2	0.0
0	1	-1	0	4	-2	0	3	-1	0.0
0	1	-1	0	4	-2	0	3	0	0.0
0	1	-1	0	4	-2	0	3	1	-0.238413613504448
0	1	-1	0	4	-2	0	3	2	0.0
0	1	-1	0	4	-2	0	3	3	0.0
0	1	-1	0	4	-2	0	5	-5	0.0
0	1	-1	0	4	-2	0	5	-4	0.0
0	1	-1	0	4	-2	0	5	-3	0.0
0	1	-1	0	4	-2	0	5	-2	0.0
0	1	-1	0	4	-2	0	5	-1	0.0
0	1	-1	0	4	-2	0	5	0	0.0
0	1	-1	0	4	-2	0	5	1	0.12028562337275517
0	1	-1	0	4	-2	0	5	2	0.0
0	1	-1	0	4	-2	0	5	3	0.0
0	1	-1	0	4	-2	0	5	4	0.0
0	1	-1	0	4	-2	0	5	5	0.0
0	1	-1	0	4	-1	0	3	-3	0.0
0	1	-1	0	4	-1	0	3	-2	0.0
0	1	-1	0	4	-1	0	3	-1	0.0
0	1	-1	0	4	-1	0	3	0	0.19466390027300612
0	1	-1	0	4	-1	0	3	1	0.0
0	1	-1	0	4	-1	0	3	2	0.0
0	1	-1	0	4	-1	0	3	3	0.0
0	1	-1	0	4	-1	0	5	-5	0.0
0	1	-1	0	4	-1	0	5	-4	0.0
0	1	-1	0	4	-1	0	5	-3	0.0
0	1	-1	0	4	-1	0	5	-2	0.0
0	1	-1	0	4	-1	0	5	-1	0.0
0	1	-1	0	4	-1	0	5	0	-0.1552880720369528
0	1	-1	0	4	-1	0	5	1	0.0
0	1	-1	0	4	-1	0	5	2	0.0
0	1	-1	0	4	-1	0	5	3	0.0
0	1	-1	0	4	-1	0	5	4	0.0
0	1	-1	0	4	-1	0	5	5	0.0
0	1	-1	0	4	0	0	3	-3	0.0
0	1	-1	0	4	0	0	3	-2	0.0
0	1	-1	0	4	0	0	3	-1	-0.15078600877302684
0	1	-1	0	4	0	0	3	0	0.0
0	1	-1	0	4	0	0	3	1	0.0
0	1	-1	0	4	0	0	3	2	0.0
0	1	-1	0	4	0	0	3	3	0.0
0	1	-1	0	4	0	0	5	-5	0.0
0	1	-1	0	4	0	0	5	-4	0.0
0	1	-1	0	4	0	0	5	-3	0.0
0	1	-1	0	4	0	0	5	-2	0.0
0	1	-1	0	4	0	0	5	-1	0.19018826981554557
0	1	-1	0	4	0	0	5	0	0.0
0	1	-1	0	4	0	0	5	1	0.0
0	1	-1	0	4	0	0	5	2	0.0
0	1	-1	0	4	0	0	5	3	0.0
0	1	-1	0	4	0	0	5	4	0.0
0	1	-1	0	4	0	0	5	5	0.0
0	1	-1	0	4	1	0	3	-3	0.0
0	1	-1	0	4	1	0	3	-2	0.10662180931146152
0	1	-1	0	4	1	0	3	-1	0.0
0	1	-1	0	4	1	0	3	0	0.0
0	1	-1	0	4	1	0	3	1	0.0
0	1	-1	0	4	1	0	3	2	0.0
0	1	-1	0	4	1	0	3	3	0.0
0	1	-1	0	4	1	0	5	-5	0.0
0	1	-1	0	4	1	0	5	-4	0.0
0	1	-1	0	4	1	0	5	-3	0.0
0	1	-1	0	4	1	0	5	-2	-0.22503379560768882
0	1	-1	0	4	1	0	5	-1	0.0
0	1	-1	0	4	1	0	5	0	0.0
0	1	-1	0	4	1	0	5	1	0.0
0	1	-1	0	4	1	0	5	2	0.0
0	1	-1	0	4	1	0	5	3	0.0
0	1	-1	0	4	1	0	5	4	0.0
0	1	-1	0	4	1	0	5	5	0.0
0	1	-1	0	4	2	0	3	-3	-0.06155813030745726
0	1	-1	0	4	2	0	3	-2	0.0
0	1	-1	0	4	2	0	3	-1	0.0
0	1	-1	0	4	2	0	3	0	0.0
0	1	-1	0	4	2	0	3	1	0.0
0	1	-1	0	4	2	0	3	2	0.0
0	1	-1	0	4	2	0	3	3	0.0
0	1	-1	0	4	2	0	5	-5	0.0
0	1	-1	0	4	2	0	5	-4	0.0
0	1	-1	0	4	2	0	5	-3	0.2598466449417247
0	1	-1	0	4	2	0	5	-2	0.0
0	1	-1	0	4	2	0	5	-1	0.0
0	1	-1	0	4	2	0	5	0	0.0
0	1	-1	0	4	2	0	5	1	0.0
0	1	-1	0	4	2	0	5	2	0.0
